manyID,treatyID,stateID,Title,Begin,End,Signature,Force,stateSignature,stateRat,stateForce,stateForce2,stateForce3,Term,stateWithdrawal,stateWithdrawal2,gengID,ecolexID,ieaID,Comments,Deposit,obsolete,ProvisionalApp,Reservation,verified,Notes,stateForce_ecolex,stateForce_iea,Consent,Acceptance,Accession,Changes_HUGGO,Verified_HUGGO,Checked_HUGGO,Succession,Coder
INTSLS_1974A,INTSLS_1974A,VUT,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,28.07.1982,28.10.1982,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,28.07.1982,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,BRB,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,01.09.1982,01.12.1982,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,01.09.1982,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,GTM,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,20.10.1982,20.01.1983,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20.10.1982,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,FJI,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,04.03.1983,04.06.1983,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,04.03.1983,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,AUS,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,17.08.1983,17.11.1983,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,17.08.1983,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,LKA,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,30.08.1983,30.11.1983,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,30.08.1983,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,JAM,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,14.10.1983,14.01.1984,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,14.10.1983,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,MYS,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,19.10.1983,19.01.1984,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,19.10.1983,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,VCT,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,28.10.1983,28.01.1984,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,28.10.1983,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,DZA,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,03.11.1983,03.02.1984,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,03.11.1983,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,IRL,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,01.11.1974,29.11.1983,29.02.1984,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,29.11.1983,NA,"stateSignature, Accession, Acceptance","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,LBN,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,29.11.1983,29.02.1984,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,29.11.1983,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,ARE,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,15.12.1983,15.03.1984,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,15.12.1983,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,DJI,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,01.03.1984,01.06.1984,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,01.03.1984,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,CMR,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,14.05.1984,14.08.1984,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,14.05.1984,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,THA,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,18.12.1984,18.03.1985,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,18.12.1984,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,PAK,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,10.04.1985,10.07.1985,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,10.04.1985,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,SAU,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,24.04.1985,24.07.1985,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,24.04.1985,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,OMN,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,25.04.1985,25.07.1985,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,25.04.1985,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,PRK,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,01.05.1985,01.08.1985,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,01.05.1985,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,ETH,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,18.07.1985,18.10.1985,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,18.07.1985,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,JOR,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,07.08.1985,07.11.1985,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,07.08.1985,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,TUV,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,22.08.1985,22.11.1985,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,22.08.1985,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,HND,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,24.09.1985,24.12.1985,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,24.09.1985,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,CYP,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,11.10.1985,11.01.1986,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,11.10.1985,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,BHR,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,21.10.1985,21.01.1986,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,21.10.1985,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,BEN,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,1985-11-01-,01.02.1986,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1985-11-01-,"stateSignature, stateRat, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,MLT,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,08.08.1986,08.11.1986,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,08.08.1986,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,BRN,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,23.10.1986,23.01.1987,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,23.10.1986,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,ATG,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,09.02.1987,09.05.1987,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,09.02.1987,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,CIV,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,01.11.1974,05.10.1987,05.01.1988,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,05.10.1987,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,MMR,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,11.11.1987,11.02.1988,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,11.11.1987,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,MUS,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,01.02.1988,01.05.1988,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,01.02.1988,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,MHL,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,26.04.1988,26.07.1988,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,26.04.1988,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,SYC,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,10.05.1998,10.08.1998,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,10.05.1998,"stateSignature, stateRat, stateForce, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,AUT,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,27.05.1988,27.08.1988,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,27.05.1988,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,SUR,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,04.11.1988,04.02.1989,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,04.11.1988,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,HTI,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,06.04.1989,06.07.1989,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,06.04.1989,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,TGO,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,19.07.1989,19.10.1989,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,19.07.1989,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,NZL,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,23.02.1990,23.05.1990,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,23.02.1990,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,SDN,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,15.05.1990,15.08.1990,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,15.05.1990,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,MAR,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,28.06.1990,28.09.1990,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,28.06.1990,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,IRQ,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,14.12.1990,14.03.1991,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,14.12.1990,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,VNM,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,18.12.1990,18.03.1991,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,18.12.1990,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,LUX,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,14.02.1991,14.05.1991,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,14.02.1991,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,SVN,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,01.11.1974,11.06.1979,25.05.1980,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateSignature, stateRat, stateForce, Accession, Succession","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,25.06.1991,Diego
INTSLS_1974A,INTSLS_1974A,BLZ,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,02.04.1991,02.07.1991,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,02.04.1991,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,HRV,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,01.11.1974,11.06.1979,25.05.1980,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateSignature, stateRat, stateForce, Accession, Succession","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,08.10.1991,Diego
INTSLS_1974A,INTSLS_1974A,AGO,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,03.10.1991,03.01.1992,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,03.10.1991,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,GMB,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,01.11.1991,01.02.1992,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,01.11.1991,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,LTU,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,04.12.1991,04.03.1992,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,04.12.1991,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,EST,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,16.12.1991,16.03.1992,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,16.12.1991,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,LVA,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,20.05.1992,20.08.1992,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,20.05.1992,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,CUB,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,19.06.1992,19.09.1992,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,19.06.1992,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,CZE,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,01.11.1974,18.08.1980,18.11.1980,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateSignature, stateRat, stateForce, Accession, Succession","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,01.01.1993,Diego
INTSLS_1974A,INTSLS_1974A,SVK,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,01.11.1974,18.08.1980,18.11.1980,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateSignature, stateRat, stateForce, Accession, Succession","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,01.01.1993,Diego
INTSLS_1974A,INTSLS_1974A,MWI,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,09.03.1993,09.06.1993,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,09.03.1993,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,SLE,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,13.08.1993,13.11.1993,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,13.08.1993,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,KAZ,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,07.03.1994,07.06.1994,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,07.03.1994,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INTSLS_1974A,INTSLS_1974A,GEO,International Convention For The Safety Of Life At Sea (SOLAS),01.11.1974,NA,01.11.1974,25.05.1980,NA,19.04.1994,19.07.1994,NA,NA,NA,NA,NA,GENG-1163,TRE-000115,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,19.04.1994,"stateSignature, Accession","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
