manyID,treatyID,stateID,Title,Begin,End,Signature,Force,stateSignature,stateRat,stateForce,stateForce2,stateForce3,Term,stateWithdrawal,stateWithdrawal2,gengID,ecolexID,ieaID,Comments,Deposit,obsolete,ProvisionalApp,Reservation,verified,Notes,stateForce_ecolex,stateForce_iea,Consent,Acceptance,Accession,Changes_HUGGO,Verified_HUGGO,Checked_HUGGO,Succession,Coder
INTRSC_1972A,INTRSC_1972A,DDR,International Convention For Safe Containers,02.12.1972,NA,02.12.1972,06.09.1977,NA,27.09.1974,06.09.1977,NA,NA,NA,03.10.1990,NA,GENG-1034,TRE-000734,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,27.09.1974,"stateSignature, stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
INRPCS_1972A,INRPCS_1972A,DDR,Convention On The International Regulations For Preventing Collisions At Sea,20.10.1972,NA,20.10.1972,15.07.1977,NA,15.05.1975,15.07.1977,NA,NA,NA,03.10.1990,NA,GENG-1026,TRE-000108,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,15.05.1975,"stateSignature, stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
ENFFEC_1923A,ENFFEC_1923A,FRA,Convention Between England And France Concerning Fishing In The English Channel,01.10.1923,31.12.9999,01.10.1923,01.10.1923,29.09.1923,NA,01.10.1923,NA,NA,NA,31.12.9999,NA,GENG-0224,NA,IEA-4927,Still in force | http://basedoc.diplomatie.gouv.fr/exl-php/cadcgp.php?CMD=CHERCHE&QUERY=1&MODELE=vues/mae_internet___traites/home.html&VUE=mae_internet___traites&NOM=cadic__anonyme&FROM_LOGIN=1,NA,NA,NA,NA,verified,NA,NA,NA,NA,NA,NA,stateSignature,"stateSignature, stateRat, stateForce, stateWithdrawal",1,NA,Diego
ENFFEC_1923A,ENFFEC_1923A,GBR,Convention Between England And France Concerning Fishing In The English Channel,01.10.1923,31.12.9999,01.10.1923,01.10.1923,29.09.1923,NA,01.10.1923,NA,NA,NA,31.12.9999,NA,GENG-0224,NA,IEA-4927,Still in force | http://basedoc.diplomatie.gouv.fr/exl-php/cadcgp.php?CMD=CHERCHE&QUERY=1&MODELE=vues/mae_internet___traites/home.html&VUE=mae_internet___traites&NOM=cadic__anonyme&FROM_LOGIN=1,NA,NA,NA,NA,verified,NA,NA,NA,NA,NA,NA,stateSignature,"stateSignature, stateRat, stateForce, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,AUT,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,09.05.1928,09.05.1928,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,09.05.1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,BEL,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,04.12.1928,04.12.1928,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,04.12.1928,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,BGR,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,07.03.1934,07.03.1934,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,07.03.1934,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,BRA,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,28.08.1970,28.08.1970,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,28.08.1970,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,CAN,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,06.05.1930,06.05.1930,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,06.05.1930,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,CHE,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,12.07.1932,12.07.1932,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,12.07.1932,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,CHL,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,02.07.1935,02.07.1935,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,02.07.1935,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,DEU,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,25.04.1929,25.04.1929,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,25.04.1929,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,DNK,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,05.05.1930,05.05.1930,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,05.05.1930,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,EGY,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,06.12.1928,06.12.1928,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,06.12.1928,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,ESP,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,22.08.1929,22.08.1929,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,22.08.1929,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,EST,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,28.08.1931,28.08.1931,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,28.08.1931,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,ETH,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,07.10.1935,07.10.1935,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,07.10.1935,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,FIN,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,26.06.1929,26.06.1929,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,26.06.1929,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,FRA,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,10.05.1926,08.02.1928,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,10.05.1926,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,GBR,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,09.04.1930,09.04.1930,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,09.04.1930,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,GRC,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,30.05.1931,30.05.1931,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,30.05.1931,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,IND,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,09.04.1930,09.04.1930,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,09.04.1930,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,ITA,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,03.04.1928,03.04.1928,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,03.04.1928,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,JPN,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,21.05.1970,21.05.1970,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,21.05.1970,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,LTU,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,15.06.1933,15.06.1933,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,15.06.1933,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,LUX,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,01.09.1936,01.09.1936,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,01.09.1936,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,LVA,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,03.06.1931,03.06.1931,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,03.06.1931,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,NIC,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,05.10.1990,05.10.1990,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,05.10.1990,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,NLD,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,31.10.1930,31.10.1930,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,31.10.1930,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,NOR,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,27.07.1932,27.07.1932,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,27.07.1932,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,POL,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,04.02.1929,04.02.1929,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,04.02.1929,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,PRT,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,01.07.1930,01.07.1930,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,01.07.1930,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,ROU,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,23.08.1929,23.08.1929,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,23.08.1929,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,SLV,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,26.02.2008,26.02.2008,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,23.08.1929,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,SRB,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,09.05.1926,17.06.1925,12.04.1929,12.04.1929,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,23.08.1929,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Accession, Succession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,20.01.2003,Diego
PW05MW_1925P,PW05MW_1925P,SWE,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,25.04.1930,25.04.1930,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,25.04.1930,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,THA,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,06.06.1931,06.06.1931,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,06.06.1931,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,URY,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,12.04.1977,12.04.1977,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,12.04.1977,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,USA,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,10.04.1975,10.04.1975,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,10.04.1975,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,VEN,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,17.06.1925,08.02.1928,08.02.1928,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,08.02.1928,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,LBR,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,NA,02.04.1927,08.02.1928,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,08.02.1928,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,02.04.1927,"Force, stateSignature, stateRat, stateForce, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,RUS,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,NA,05.04.1928,05.04.1928,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,17.06.1927,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Force, stateSignature, stateForce, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,IRN,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,NA,03.08.1929,03.08.1929,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,15.08.1929,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,03.08.1929,"stateSignature, stateRat, stateForce, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,CHN,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,09.05.1926,NA,13.07.1952,13.07.1952,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,15.08.1929,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stateSignature, stateRat, stateForce, Accession, Succession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,13.07.1952,Diego
PW05MW_1925P,PW05MW_1925P,AUS,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,NA,22.01.1930,22.01.1930,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,24.05.1930,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,22.01.1930,"stateSignature, stateForce, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,NZL,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,NA,22.01.1930,22.01.1930,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,24.05.1930,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,22.01.1930,"stateSignature, stateForce, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,ZAF,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,NA,24.05.1930,24.05.1930,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,24.05.1930,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,24.05.1930,"stateSignature, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,IRL,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,09.05.1926,NA,18.08.1930,18.08.1930,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,24.05.1930,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,18.08.1930,"stateSignature, stateRat, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
PW05MW_1925P,PW05MW_1925P,IRQ,Protocol For The Prohibition Of The Use In War Of Asphyxiating Poisonous Or Other Gases And Of Bacteriological Methods Of Warfare,17.06.1925,31.12.9999,17.06.1925,08.02.1928,NA,07.04.1931,07.04.1931,NA,NA,NA,31.12.9999,NA,GENG-0240,NA,IEA-2603,NA,08.09.1931,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,07.04.1931,"stateSignature, stateForce, Accession, stateWithdrawal","stateSignature, stateRat, stateForce, Accession, Succession, Acceptance, stateWithdrawal",1,NA,Diego
