manyID,Title,Signature,Force,End,url,No_source,treatyID,Coder,Citation
CNTADR_1998O,Dominican Republic Central America,16.04.1998,03.10.2001,31.12.9999,"""http://www.sice.oas.org/Trade/camdrep/CARdo_2s.asp""",NA,DMNRCA_1998O,Anders,
CHL-MEX[NA]_1998O:CHL-MEX[NA]_1991O,Chile Mexico,17.04.1998,01.08.1999,31.12.9999,"""https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2480/download""",NA,CHL-MEX[NA]_1998O,Anders,
JOR-TUN[NA]_1998O,Jordan Tunisia,22.04.1998,16.06.1999,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Jordan-Tunisia.pdf""",NA,JOR-TUN[NA]_1998O,Anders,
SVN-TUR[NA]_1998O,Turkey Slovenia,05.05.1998,01.06.2000,30.04.2004,"""https://wits.worldbank.org/GPTAD/PDF/archive/Slovenia-Turkey.pdf""",NA,SVN-TUR[NA]_1998O,Anders,
ISR-SVN[NA]_1998O,Slovenia Israel,13.05.1998,01.09.1998,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Israel-Slovenia.pdf""",NA,ISR-SVN[NA]_1998O,Anders,
LVA-TUR[NA]_1998O,Turkey Latvia,16.06.1998,01.07.2000,30.04.2004,"""https://m.likumi.lv/doc.php?id=23020""",NA,LVA-TUR[NA]_1998O,Anders,
CHL-PER[NA]_1998O:CHL-PER[NA]_1998O,Chile Peru,22.06.1998,01.07.1998,28.02.2009,"""http://www.sice.oas.org/Trade/chilper/Chpeind.asp""",NA,CHL-PER[NA]_1998O,Anders,
BGR-TUR[NA]_1998O,Bulgaria Turkey,11.07.1998,NA,01.01.2007,"""https://wits.worldbank.org/GPTAD/PDF/archive/Bulgaria-Turkey.pdf""",NA,BGR-TUR[NA]_1998O,Anders,
EST-HUN[NA]_1998O,Hungary Estonia,04.11.1998,01.03.2001,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Estonia-Hungary.pdf""",NA,EST-HUN[NA]_1998O,Anders,
HUN-LTU[NA]_1998O,Hungary Lithuania,13.11.1998,01.03.2000,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Hungary-Lithuania.pdf""",NA,HUN-LTU[NA]_1998O,Anders,
IND-LKA[NA]_1998O,India Sri Lanka,28.12.1998,01.03.2000,31.12.9999,"""https://hcicolombo.gov.in/pdf/hb-india-sl.pdf""",NA,IND-LKA[NA]_1998O,Anders,
CNTRAC_1999O,Central America Chile,18.10.1999,15.02.2002,31.12.9999,"""https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2490/download""",NA,CNTRAC_1999O,Anders,
ERSNEC_1999O:ERSNEC_1996O5,Eurasian Economic Community (EAEC),10.11.2000,30.05.2001,01.01.2015,"""https://wits.worldbank.org/GPTAD/PDF/archive/EAEC.pdf""",NA,ERSNEC_1999O:ERSNEC_1996O5,Anders,
MKD-TUR[MCD]_1999O,Macedonia Turkey,07.09.1999,01.09.2000,31.12.9999,"""https://edit.wti.org/app.php/document/show/b1e4df50-7107-4fb5-961b-f6847b6c3e49""",NA,MKD-TUR[MCD]_1999O,Anders,
ANDNCA_1999A,Andean Community Auto Agreement,16.09.1999,01.01.2000,31.12.9999,"""https://www.wipo.int/wipolex/en/text/223989""",NA,ANDNCA_1999A,Anders,
ECSWTB_1999O1,EC Switzerland Bilaterals 1,21.06.1999,01.06.2002,31.12.9999,"""NA""",1,ECSWTB_1999O1,Anders,
HUN-LVA[NA]_1999O,Hungary Latvia,10.06.1999,01.01.2000,01.05.2004,"""https://m.likumi.lv/ta/id/224344-free-trade-agreement-the-republic-of-latvia-and-the-republic-of-hungary""",NA,HUN-LVA[NA]_1999O,Anders,
ARM-KAZ[NA]_1999O,Armenia Kazakhstan,02.09.1999,25.12.2001,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/armenia-kazakhstan.pdf""",NA,ARM-KAZ[NA]_1999O,Anders,
POL-TUR[NA]_1999O,Turkey Poland,04.10.1999,01.05.2000,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Poland-Turkey.pdf""",NA,POL-TUR[NA]_1999O,Anders,
BGR-MKD[MCD]_1999O,Bulgaria Macedonia,13.10.1999,01.01.2000,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/Bulgaria-Macedonia.pdf""",NA,BGR-MKD[MCD]_1999O,Anders,
ECSTHA_1999O,EC South Africa,11.10.1999,01.05.2004,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/EC-South Africa.pdf""",NA,ECSTHA_1999O,Anders,
ESTAFC_1999O:ESTAFC_1966O,East African Community (EAC),30.11.1999,07.07.2000,31.12.9999,"""https://edit.wti.org/app.php/document/show/6152dafa-e2dd-423c-abc2-94cb4669c45a""",NA,ESTAFC_1999O,Anders,
ANDNCA_2000O,Andean Countries Argentina,29.06.2000,01.08.2000,2005,"""https://www2.aladi.org/nsfaladi/histtextacdos.nsf/f88cf0ec27a4b651032576790064fc05/3d13638d02617fdb032573fa006c2ffb?OpenDocument""",NA,ANDNCA_2000O,Anders,
CRBBCC_2000O,Caribbean Community (CARICOM) Cuba,05.07.2000,01.01.2001,31.12.9999,"""https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2498/download""",NA,CRBBCC_2000O,Anders,
COTONO_2000A,Cotonou Agreement,23.06.2000,01.04.2003,30.06.2023,"""https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:22000A1215(01)&from=EN""",NA,COTONO_2000A,Anders,
EFTMCD_2000O,EFTA Macedonia,19.06.2000,01.05.2002,31.12.9999,"""https://www.efta.int/media/documents/legal-texts/free-trade-relations/macedonia/EFTA-Macedonia%20Free%20Trade%20Agreement.pdf""",NA,EFTMCD_2000O,Anders,
MNE-RUS[RSS]_2000O,Russia Serbia And Montenegro,28.08.2000,NA,NA,"""http://rtais.wto.org/rtadocs/858/TOA/English/Russia-Yugoslavia%20FTA_text%20with%20protocols_Republic%20of%20Serbia.doc""",NA,MNE-RUS[RSS]_2000O,Anders,
ECMEXC_2000O:ECMEXC_2000O,EC Mexico,23.03.2000,01.07.2000,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/EC-Mexico.pdf""",NA,ECMEXC_2000O,Anders,
ISR-MEX[NA]_2000O,Israel Mexico,10.04.2000,01.07.2000,31.12.9999,""" http://www.sice.oas.org/Trade/meis_e/Text/MEX_ISR_FullText_e.pdf""",NA,ISR-MEX[NA]_2000O,Anders,
ARE-JOR[NA]_2000O,Jordan United Arab Emirates (UAE),21.05.2000,2001,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/Jordon-UAE.pdf""",NA,ARE-JOR[NA]_2000O,Anders,
MXCNRT_2000O,Mexico Northern Triangle,29.06.2000,15.03.2001,31.12.9999,"""http://www.sice.oas.org/Trade/mextnorte/Mex_TNorte_s.asp#pre%C3%A1mbulo""",NA,MXCNRT_2000O,Anders,
USA-VNM[NA]_2000O,United States Viet Nam,13.07.2000,10.12.2001,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/US-Vietnam.pdf""",NA,USA-VNM[NA]_2000O,Anders,
JOR-USA[NA]_2000O,US Jordan,24.10.2000,17.12.2001,31.12.9999,"""https://ustr.gov/sites/default/files/Jordan%20FTA.pdf""",NA,JOR-USA[NA]_2000O,Anders,
NZL-SGP[NA]_2000O:NZL-SGP[NA]_2000O,New Zealand Singapore,14.11.2000,01.01.2001,31.12.9999,"""https://www.mfat.govt.nz/assets/Trade-agreements/Singapore-NZ-CEP/NZ-Singapore-CEP-full-text.pdf""",NA,NZL-SGP[NA]_2000O,Anders,
EFTMXC_2000O,EFTA Mexico,27.11.2000,01.07.2001,31.12.9999,"""https://www.efta.int/media/documents/legal-texts/free-trade-relations/mexico/EFTA-Mexico%20Free%20Trade%20Agreement.pdf""",NA,EFTMXC_2000O,Anders,
BIH-HRV[NA]_2000O,Croatia Bosnia And Herzegovina,19.12.2000,01.02.2005,22.11.2007,"""https://wits.worldbank.org/GPTAD/PDF/archive/Croatia-Bosnia%20and%20Herzogovina.pdf""",NA,BIH-HRV[NA]_2000O,Anders,
BRA-GUY[NA]_2001O,Brazil Guyana,27.06.2001,31.05.2004,31.12.9999,"""http://www.sice.oas.org/Trade/BRA_GUY/BRA_GUY_Index_s.asp""",NA,BRA-GUY[NA]_2001O,Anders,
CRBBNC_2001O,Caribbean Community (CARICOM) Revised,05.07.2001,04.02.2002,31.12.9999,"""https://edit.wti.org/app.php/document/show/7fdf653d-12f1-4bb6-865e-4931bc6b2960""",NA,CRBBNC_2001O,Anders,
CROTEC_2001O,Croatia EC,29.10.2001,01.02.2005,31.12.9999,"""https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:22005A0128(01)&from=EN""",NA,CROTEC_2001O,Anders,
CRTEFT_2001O,Croatia EFTA,21.06.2001,01.04.2002,01.07.2013,"""https://www.efta.int/media/documents/legal-texts/free-trade-relations/croatia/EFTA-Croatia%20Free%20Trade%20Agreement.pdf""",NA,CRTEFT_2001O,Anders,
ECEEMA_2001A,EC Egypt Euro-Med Association Agreement,25.06.2001,01.06.2004,31.12.9999,"""https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2514/download""",NA,ECEEMA_2001A,Anders,
ECMCDS_2001O,EC Macedonia SAA,09.04.2001,01.04.2004,31.12.9999,"""https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:22004A0320(03)&from=EN""",NA,ECMCDS_2001O,Anders,
ECNICE_2001O,EC Nice,26.02.2001,01.02.2003,31.12.9999,"""https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:12001C/TXT&from=EN""",NA,ECNICE_2001O,Anders,
GLFCPC_2001O:GLFCPC_1981O,Gulf Cooperation Council (GCC),31.12.2001,01.01.2003,31.12.9999,"""https://edit.wti.org/app.php/document/show/d444ad42-56fc-4a5f-b886-34023158dad1""",NA,GLFCPC_2001O:GLFCPC_1981O,Anders,
ARE-MAR[UAE]_2001O,Morocco UAE,25.06.2001,09.07.2003,31.12.9999,NA,1,ARE-MAR[UAE]_2001O,Anders,
BHR-JOR[NA]_2001O,Bahrain Jordan,21.07.2001,NA,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Bahrain-Jordan.pdf""",NA,BHR-JOR[NA]_2001O,Anders,
MKD-UKR[FYU]_2001O,Ukraine Former Yugoslav Republic Of Macedonia,18.01.2001,05.07.2001,31.12.9999,"""http://rtais.wto.org/rtadocs/573/TOA/English/Ukraine-FYROM-Agreement.doc""",NA,MKD-UKR[UYM]_2001O,Anders,
ISR-ROU[NA]_2001O,Romania Israel,30.01.2001,07.01.2002,31.12.9999,"""https://www.worldtradelaw.net/document.php?id=fta/agreements/romisrfta.pdf""",NA,ISR-ROU[NA]_2001O,Anders,
CAN-CRI[NA]_2001O,Canada Costa Rica,23.04.2001,01.11.2002,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/Canada-CostaRica.pdf""",NA,CAN-CRI[NA]_2001O,Anders,
BGR-LTU[NA]_2001O,Bulgaria Lithuania,08.05.2001,01.03.2002,01.05.2004,"""https://wits.worldbank.org/GPTAD/PDF/archive/Bulgaria-Lithuania.pdf""",NA,BGR-LTU[NA]_2001O,Anders,
BGR-ISR[NA]_2001O,Bulgaria Israel,08.06.2001,01.01.2002,31.12.9999,"""https://www.wipo.int/wipolex/en/text/242530""",NA,BGR-ISR[NA]_2001O,Anders,
EFTJRD_2001O,EFTA Jordan,21.06.2001,01.09.2002,31.12.9999,"""https://www.efta.int/media/documents/legal-texts/free-trade-relations/Jordan/EFTA-Jordan%20Free%20Trade%20Agreement.pdf""",NA,EFTJRD_2001O,Anders,
TJK-UKR[UKR]_2001O,Ukraine Tajikistan,06.07.2001,11.07.2002,31.12.9999,"""http://rtais.wto.org/rtadocs/576/TOA/English/FTA%20Ukraine%20-%20Tajikistan_ToA.doc""",NA,TJK-UKR[UKR]_2001O,Anders,
JOR-SYR[SYR]_2001O:JOR-SYR[SYR]_1965O,Jordan Syria,08.10.2001,NA,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Jordan-Syria.pdf""",NA,JOR-SYR[SYR]_2001O,Anders,
PCFICT_2001A,Pacific Island Countries Trade Agreement (PICTA),18.08.2001,13.04.2003,31.12.9999,"""http://rtais.wto.org/rtadocs/582/TOA/English/PICTA-text.pdf""",NA,PCFICT_2001A,Anders,
BIH-SVN[NA]_2001O,Slovenia Bosnia And Herzegovina,03.10.2001,NA,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/BosniaHerzegovina-Slovenia.pdf""",NA,BIH-SVN[NA]_2001O,Anders,
BGR-EST[NA]_2001O,Bulgaria Estonia,11.12.2001,01.01.2002,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Bulgaria-Estonia.pdf""",NA,BGR-EST[NA]_2001O,Anders,
ALEEMA_2002A,Algeria EC Euro-Med Association Agreement,22.04.2002,01.09.2005,31.12.9999,"""https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2643/download""",NA,ALEEMA_2002A,Anders,
BIH-MKD[MCD]_2002O:BIH-MKD[MCD]_1997O,Bosnia And Herzegovina Macedonia,20.04.2002,01.07.2002,22.11.2007,"""https://wits.worldbank.org/GPTAD/PDF/archive/FYROM-Bosnia-Herzegovina.pdf""",NA,BIH-MKD[MCD]_2002O:BIH-MKD[MCD]_1997O,Anders,
BRA-MEX[NA]_2002O:BRA-MEX[NA]_1983O,Brazil Mexico,03.07.2002,02.05.2003,31.12.9999,"""http://www.sice.oas.org/Trade/MexBraACE53/SPA/acuerdo_s.asp""",NA,BRA-MEX[NA]_2002O:BRA-MEX[NA]_1983O,Anders,
CNTRAP_2002O,Central America Panama,06.03.2002,21.11.2009,31.12.9999,"""https://edit.wti.org/document/show/a5f3a60a-71c2-41e5-bac1-c49b34e45e75""",NA,CNTRAP_2002O,Anders,
CHILEC_2002O,Chile EC,18.11.2002,01.02.2003,31.12.9999,"""https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2644/download""",NA,CHILEC_2002O,Anders,
ECLEMA_2002A,EC Lebanon Euro-Med Association Agreement,17.06.2002,01.04.2006,31.12.9999,"""https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:22006A0530(01)&from=EN""",NA,ECLEMA_2002A,Anders,
GGODED_2002O,GUAM GUUAM Organization For Democracy And Economic Development,20.07.2002,10.12.2003,31.12.9999,"""https://guam-organization.org/en/agreement-on-establishment-of-free-trade-area-between-the-guuam-participating-states/""",NA,GMODED_2002O,Anders,
JOR-LBN[NA]_2002O:JOR-LBN[NA]_1992O,Jordan Lebanon,31.10.2002,NA,NA,"""https://findrulesoforigin.org/documents/pdf/itc00586_full.pdf""",NA,JOR-LBN[NA]_2002O:JOR-LBN[NA]_1992O,Anders,
MRCSMA_2002A,MERCOSUR Mexico Auto Agreement,27.09.2002,01.01.2003,31.12.9999,"""http://www.sice.oas.org/Trade/MERCOSURMexACE55/MERMexAuto_s.asp#A.1""",NA,MRCSMA_2002A,Anders,
ALB-MKD[MCD]_2002O,Albania Macedonia (FYROM),29.03.2002,15.07.2002,22.11.2007,"""https://wits.worldbank.org/GPTAD/PDF/archive/Albania-FYROM.pdf""",NA,ALB-MKD[MCD]_2002O,Anders,
JPN-SGP[NA]_2002O,Japan Singapore,13.01.2002,30.11.2002,31.12.9999,"""https://www.mofa.go.jp/region/asia-paci/singapore/jsepa-1.pdf""",NA,JPN-SGP[NA]_2002O,Anders,
HRV-TUR[NA]_2002O,Turkey Croatia,13.03.2002,01.07.2003,01.07.2013,"""https://www.worldtradelaw.net/document.php?id=fta/agreements/turcrofta.pdf&mode=download""",NA,HRV-TUR[NA]_2002O,Anders,
EFTSNG_2002O,EFTA Singapore,26.06.2002,01.01.2003,31.12.9999,"""https://www.efta.int/media/documents/legal-texts/free-trade-relations/singapore/EFTA-Singapore%20Free%20Trade%20Agreement.pdf""",NA,EFTSNG_2002O,Anders,
BIH-TUR[NA]_2002O:BIH-TUR[NA]_2002O,Turkey Bosnia And Herzegovina,03.07.2002,01.07.2003,31.12.9999,"""https://www.wipo.int/edocs/lexdocs/treaties/en/ba-tr/trt_ba_tr.pdf""",NA,BIH-TUR[NA]_2002O,Anders,
LKA-PAK[NA]_2002O,Pakistan Sri Lanka,01.08.2002,12.06.2005,31.12.9999,"""https://www.commerce.gov.pk/wp-content/uploads/pdf/PSFTA_Text.pdf""",NA,LKA-PAK[NA]_2002O,Anders,
ALB-HRV[NA]_2002O,Croatia Albania,27.09.2002,01.06.2003,22.11.2007,"""https://www.wipo.int/wipolex/en/treaties/details/455""",NA,ALB-HRV[NA]_2002O,Anders,
BGR-LVA[NA]_2002O,Bulgaria Latvia,16.10.2002,01.04.2003,01.05.2004,"""https://m.likumi.lv/ta/id/69692-free-trade-agreement-between-the-republic-of-latvia-and-the-republic-of-bulgaria""",NA,BGR-LVA[NA]_2002O,Anders,
STHACU_2002O:STHACU_1969O,Southern African Customs Union (SACU),21.10.2002,15.07.2004,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/SACU.pdf""",NA,STHACU_2002O,Anders,
HRV-LTU[NA]_2002O,Croatia Lithuania,24.10.2002,01.05.2003,01.05.2004,"""https://wits.worldbank.org/GPTAD/PDF/archive/Croatia-Lithuania.pdf""",NA,HRV-LTU[NA]_2002O,Anders,
BIH-MDA[MLD]_2002O,Moldova Bosnia And Herzegovina,23.12.2002,01.10.2004,22.11.2007,"""https://wits.worldbank.org/GPTAD/PDF/archive/Moldova-BosniaHerzegovina.pdf""",NA,BIH-MDA[MLD]_2002O,Anders,
BGR-SRB[SRB]_2003O,Bulgaria Serbia,13.11.2003,01.06.2004,NA,NA,1,BGR-SRB[SRB]_2003O,Anders,
CHILFT_2003O,Chile EFTA,26.06.2003,01.12.2004,31.12.9999,"""https://www.efta.int/media/documents/legal-texts/free-trade-relations/chile/EFTA-Chile%20Free%20Trade%20Agreement.pdf""",NA,CHLEFT_2003O,Anders,
ECNCOT_2003A,Economic Cooperation Organization Trade Agreement (ECOTA),17.07.2003,2008,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/ECO.pdf""",NA,ECNCOT_2003A,Anders,
MKD-ROU[MCD]_2003O,Macedonia Romania,07.02.2003,NA,NA,"""https://www.worldtradelaw.net/document.php?id=fta/agreements/romfyromfta.pdf&mode=download""",NA,MKD-ROU[MCD]_2003O,Anders,
MDA-SRB[MLS]_2003O,Moldova Serbia,13.11.2003,01.09.2004,22.11.2007,"""https://www.worldtradelaw.net/document.php?id=fta/agreements/molsermonfta.pdf&mode=download""",NA,MDA-SRB[MLS]_2003O,Anders,
ROU-SRB[SRB]_2003O,Romania Serbia,23.12.2003,01.07.2004,NA,NA,1,ROU-SRB[SRB]_2003O,Anders,
CHL-KOR[KOR]_2003O,Korea Republic Of Chile,15.02.2003,01.04.2004,31.12.9999,"""http://www.sice.oas.org/Trade/Chi-SKorea_e/CHL_KOR_FullText_e/CHL_KOR_FullText_e.pdf""",NA,CHL-KOR[KOR]_2003O,Anders,
AUS-SGP[NA]_2003O,Singapore Australia,17.02.2003,28.07.2003,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/Singapore-Australia.pdf""",NA,AUS-SGP[NA]_2003O,Anders,
AFG-IND[NA]_2003O:AFG-IND[NA]_2003O,India Afghanistan,06.03.2003,13.05.2003,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/Afghanistan-India.pdf""",NA,AFG-IND[NA]_2003O,Anders,
ALB-BGR[NA]_2003O,Albania Bulgaria,26.03.2003,NA,NA,"""https://www.worldtradelaw.net/document.php?id=fta/agreements/albbulfta.pdf&mode=download""",NA,ALB-BGR[NA]_2003O,Anders,
BIH-ROU[NA]_2003O,Romania Bosnia And Herzegovina,24.10.2003,14.02.2005,NA,"""https://www.worldtradelaw.net/document.php?id=fta/agreements/rombosherfta.pdf""",NA,BIH-ROU[NA]_2003O,Anders,
ALB-BIH[NA]_2003O,Albania Bosnia And Herzegovina,15.04.2003,01.12.2004,22.11.2007,"""https://www.wipo.int/wipolex/en/text/238588""",NA,ALB-BIH[NA]_2003O,Anders,
SGP-USA[NA]_2003O,US Singapore,06.05.2003,01.01.2004,31.12.9999,"""https://ustr.gov/sites/default/files/uploads/agreements/fta/singapore/asset_upload_file708_4036.pdf""",NA,SGP-USA[NA]_2003O,Anders,
ALB-ROU[NA]_2003O,Albania Romania,01.06.2003,NA,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/albania-romania.pdf""",NA,ALB-ROU[NA]_2003O,Anders,
CHL-USA[NA]_2003O,US Chile,06.06.2003,01.01.2004,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/UnitedStates-Chile.pdf""",NA,CHL-USA[NA]_2003O,Anders,
CHINA_2003O,China Hong Kong (CEPA),29.06.2003,01.01.2004,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/China-HongKong.pdf""",NA,CHINA_2003O,Anders,
ALB-KOS[NA]_2003O,Albania Kosovo,07.07.2003,01.10.2003,22.11.2007,"""https://www.worldtradelaw.net/document.php?id=fta/agreements/albunmikfta.pdf&mode=download""",NA,ALB-KOS[UNM]_2003O,Anders,
PAN-TWN[TWN]_2003O,Panama Taiwan,21.08.2003,01.01.2004,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/Panama-Taiwan.pdf""",NA,PAN-TWN[TWN]_2003O,Anders,
CMMNEZ_2003O,Common Economic Zone (CEZ),19.09.2003,20.05.2004,31.12.2004,"""https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/4731/download""",NA,CMMNEZ_2003O,Anders,
BGR-BIH[NA]_2003O,Bulgaria Bosnia And Herzegovina,16.10.2003,01.12.2004,31.12.9999,"""https://www.wipo.int/wipolex/en/text/245098""",NA,BGR-BIH[NA]_2003O,Anders,
CHINMC_2003O,China Macao China,17.10.2003,01.01.2004,31.12.9999,"""https://www.wipo.int/edocs/lexdocs/treaties/en/cn-mo/trt_cn_mo.pdf""",NA,CHNMCC_2003O,Anders,
ALB-MDA[MLD]_2003O,Albania Moldova,13.11.2003,01.11.2004,22.11.2007,"""https://wits.worldbank.org/GPTAD/PDF/archive/Albania-Moldova.pdf""",NA,ALB-MDA[MLD]_2003O,Anders,
MDA-UKR[MLU]_2003O:MDA-UKR[MLU]_1995O,Moldova Ukraine,13.11.2003,16.05.2008,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/moldova-ukraine.pdf""",NA,MDA-UKR[MLU]_2003O,Anders,
MEX-URY[NA]_2003O:MEX-URY[NA]_1986O,Mexico Uruguay,15.11.2003,15.07.2004,31.12.9999,"""https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2668/download""",NA,MEX-URY[NA]_2003O,Anders,
ANDNCM_2004O,Andean Countries MERCOSUR,18.10.2004,05.01.2005,31.12.9999,"""http://www.sice.oas.org/Trade/mrcsrac/eca1_s.asp#T%C3%8DTULO_I_""",NA,ANDNCM_2004O,Anders,
ASEANC_2004O,Association Of Southeast Asian Nations China,29.11.2004,01.01.2005,31.12.9999,"""https://cil.nus.edu.sg/wp-content/uploads/2019/02/2004-ACFTA-Trade-in-Goods-Agreement-1-1.pdf""",NA,ASEANC_2004O,Anders,
BHR-USA[NA]_2004O,Bahrain US,14.09.2004,01.08.2006,31.12.9999,"""https://edit.wti.org/app.php/document/show/pdf/bc380b46-3811-495d-8939-28ca02fe9462""",NA,BHR-USA[NA]_2004O,Anders,
CRBCCR_2004O,Caribbean Community (CARICOM) Costa Rica,09.03.2004,15.11.2005,31.12.9999,"""http://www.sice.oas.org/Trade/crcrcom_e/crcrcomind_e.asp""",NA,CRBCCR_2004O,Anders,
CAFTDR_2004A,Central American Free Trade Agreement (CAFTA) Dominican Republic,28.05.2004,01.03.2006,31.12.9999,"""http://www.sice.oas.org/trade/cafta/caftadr_e/caftadrin_e.asp""",NA,CAFTDR_2004A,Anders,
INDMRC_2004O,India MERCOSUR,25.01.2004,01.06.2009,31.12.9999,"""http://www.sice.oas.org/trade/mrcsrindia/Index_e.asp""",NA,INDMRC_2004O,Anders,
MRSACU_2004O:MRSACU_2004O,MERCOSUR Southern African Customs Union (SACU),16.12.2004,01.04.2008,NA,"""http://www.sice.oas.org/Trade/MRSRSACU/PTA_e.doc""",NA,MRSACU_2004O:MRSACU_2004O,Anders,
MEX-URY[NA]_2004O:MEX-URY[NA]_1986O,Mexico Uruguay,15.11.2003,15.07.2004,31.12.9999,"""http://www.sice.oas.org/Trade/mexurufta_s/Text_s.asp#Art%C3%ADculo_20-09""",NA,MEX-URY[NA]_2004O:MEX-URY[NA]_1986O,Anders,
STAFTA_2004O,South Asian Free Trade Area (SAFTA),06.01.2004,01.01.2006,31.12.9999,"""https://commerce.gov.in/wp-content/uploads/2020/05/safta.pdf""",NA,STAFTA_2004O,Anders,
HRV-MNE[SRB]_2004O,Croatia Serbia And Montenegro,14.01.2004,01.07.2004,22.11.2007,"""https://wits.worldbank.org/GPTAD/PDF/archive/Croatia-Serbia-Montenegro.pdf""",NA,HRV-MNE[SRB]_2004O,Anders,
MDA-MKD[FYM]_2004O,FYROM Moldova,28.01.2004,01.12.2004,22.11.2007,"""https://wits.worldbank.org/GPTAD/PDF/archive/Moldova-FYROM.pdf""",NA,MDA-MKD[FYM]_2004O,Anders,
AGADIR_2004A,Agadir Agreement,25.02.2004,07.06.2006,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/agadir.pdf""",NA,AGADIR_2004A,Anders,
HRV-MDA[MLD]_2004O,Moldova Croatia,27.02.2004,NA,22.08.2007,"""https://www.worldtradelaw.net/document.php?id=fta/agreements/molcrofta.pdf&mode=download""",NA,HRV-MDA[MLD]_2004O,Anders,
IRN-PAK[IRN]_2004O,Iran Pakistan,04.03.2004,01.09.2006,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/Iran-Pakistan.pdf""",NA,IRN-PAK[IRN]_2004O,Anders,
MAR-TUR[NA]_2004O,Turkey Morocco,07.04.2004,01.01.2006,31.12.9999,"""https://edit.wti.org/document/show/0f660896-0710-4b48-9d32-f0e4e4222722""",NA,MAR-TUR[NA]_2004O,Anders,
JOR-SGP[NA]_2004O,Jordan Singapore,16.05.2004,22.08.2005,01.09.2013,"""https://wits.worldbank.org/GPTAD/PDF/archive/Jordan-Singapore.pdf""",NA,JOR-SGP[NA]_2004O,Anders,
AUS-USA[NA]_2004O,US Australia,18.05.2004,01.01.2005,31.12.9999,"""https://ustr.gov/sites/default/files/uploads/agreements/fta/australia/asset_upload_file148_5168.pdf""",NA,AUS-USA[NA]_2004O,Anders,
BGR-MDA[MLD]_2004O,Moldova Bulgaria,20.05.2004,NA,NA,"""https://www.worldtradelaw.net/document.php?id=fta/agreements/molbulfta.pdf&mode=download""",NA,BGR-MDA[MLD]_2004O,Anders,
MAR-USA[NA]_2004O,US Morocco,15.06.2004,01.01.2006,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/US-Morocco.pdf""",NA,MAR-USA[NA]_2004O,Anders,
EFTLBN_2004O,EFTA Lebanon,24.06.2004,01.01.2007,31.12.9999,"""https://www.efta.int/media/documents/legal-texts/free-trade-relations/lebanon/EFTA-Lebanon%20Free%20Trade%20Agreement.pdf""",NA,EFTLBN_2004O,Anders,
AUS-THA[NA]_2004O,Thailand Australia,05.07.2004,01.01.2005,31.12.9999,"""http://www.thailandntr.com/ROO/TAFTA_Full_EN.pdf""",NA,AUS-THA[NA]_2004O,Anders,
