manyID,Title,Signature,Force,End,url,No_source,treatyID,Coder,Citation
EEUAKR_2014O,Bulgaria EC,08.03.1993,01.02.1994,01.01.2007,"""https://edit.wti.org/document/show/0ebd5276-ed7e-4e16-ad9c-c18cf1435998?textblockid=d670ad45-b700-4494-a94b-a3a9dc9d6bb7&page=1""",NA,BLGREC_1993O,Anders,
BLGREC_1993O,Bulgaria EFTA,29.03.1993,01.01.1994,01.01.2007,"""https://wits.worldbank.org/GPTAD/PDF/archive/EFTA-Bulgaria.pdf""",NA,BLGREF_1993O,Anders,
COL-PAN[NA]_1993O:COL-PAN[NA]_1993O,Colombia Panama,09.07.1993,18.01.1995,31.12.9999,"""http://www.sice.oas.org/Trade/colpan/colpan_s1.asp#CAPITULO_I:""",NA,COL-PAN[NA]_1993O:COL-PAN[NA]_1993O,Anders,
ECESTN_1993O,EC Estonia,18.07.1994,01.01.1995,31.01.1998,"""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:21994A1231(40)""",NA,ECESTN_1993O,Anders,
SA05TA_1993A,South Asian Association For Regional Cooperation Preferential Trading Arrangement (SAPTA),11.04.1993,07.12.1995,31.12.9999,"""https://commerce.gov.in/wp-content/uploads/2020/09/Agreement_SAARC_SAPTA.pdf""",NA,SA05TA_1993A,Anders,
ECROMN_1993O,EC Romania,01.02.1993,NA,01.01.2007,"""https://wits.worldbank.org/GPTAD/PDF/archive/EC-Romania.pdf""",NA,ECROMN_1993O,Anders,
CHL-VEN[VNZ]_1993O,Chile Venezuela,02.04.1993,01.07.1993,31.12.9999,"""https://edit.wti.org/document/show/c0981d04-7d7d-4a2e-891b-24dab65bea49""",NA,CHL-VEN[VNZ]_1993O,Anders,
BLGREF_1993O,EFTA Bulgaria,29.03.1993,01.01.1994,01.01.2007,"""https://wits.worldbank.org/GPTAD/PDF/archive/EFTA-Bulgaria.pdf""",NA,EFTBLG_1993O,Anders,
EFTHNG_1993O,EFTA Hungary,29.03.1993,01.10.1993,01.05.2004,"""https://wits.worldbank.org/GPTAD/PDF/archive/EFTA-Hungary.pdf""",NA,EFTHNG_1993O,Anders,
STAPTA_1993A,South Asian Preferential Trade Arrangement (SAPTA),11.04.1993,07.12.1995,31.12.9999,"""https://www.lawnet.gov.lk/agreement-on-sapta-saarc-preferential-trading-arrangement/""",NA,STAPTA_1993A,Anders,
ECSLVN_1993O,EC Slovenia,05.04.1993,01.09.1993,31.01.1999,"""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A21993A0729%2801%29""",NA,ECSLVN_1993O,Anders,
BOL-CHL[BLV]_1993O,Bolivia Chile,06.04.1993,06.04.1993,31.12.9999,"""http://www.sice.oas.org/Trade/chibol/acuerdo_s.asp#Cap%C3%ADtulo_XVIII""",NA,BOL-CHL[BLV]_1993O,Anders,
CHL-COL[NA]_1993O:CHL-COL[NA]_1993O,Chile Colombia,06.12.1993,06.12.1993,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/Chile-Colombia.pdf""",NA,CHL-COL[NA]_1993O,Anders,
RUS-UKR[RFU]_1993O,Ukraine Russian Federation,24.06.1993,21.02.1994,NA,"""http://rtais.wto.org/rtadocs/580/TOA/English/FTA%20Ukraine%20-%20Russian%20Federation_ToA.doc""",NA,RUS-UKR[URF]_1993O,Anders,
MLNSSG_1993O,Melanesian Spearhead Group (MSG),22.07.1993,01.09.1993,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/MSG.pdf""",NA,MLNSSG_1993O,Anders,
ECCWAS_1993O:ECCWAS_1975O,Economic Community Of West African States (ECOWAS),24.07.1993,23.08.1995,31.12.9999,"""https://www.wipo.int/edocs/lexdocs/treaties/en/ecowas/trt_ecowas.pdf""",NA,ECCWAS_1993O,Anders,
CMMESA_1993O,Common Market For Eastern And Southern Africa (COMESA),05.11.1993,08.12.1994,31.12.9999,"""https://www.comesa.int/wp-content/uploads/2019/02/comesa-treaty-revised-20092012_with-zaire_final.pdf""",NA,CMMESA_1993O,Anders,
ARM-MDA[MLD]_1993O,Armenia Moldova,24.12.1993,21.12.1995,31.12.9999,"""https://www.wipo.int/wipolex/en/treaties/details/463""",NA,ARM-MDA[MLD]_1993O,Anders,
ARM-KGZ[NA]_1994O,Armenia Kyrgyzstan,04.07.1994,27.09.1995,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Armenia-Kyrgyz%20Rep.pdf""",NA,ARM-KGZ[NA]_1994O,Anders,
ASSCCS_1994O,Association Of Caribbean States,24.07.1994,04.08.1995,31.12.9999,"""http://www.acs-aec.org/index.php?q=about/convention-establishing-the-association-of-caribbean-states""",NA,ASSCCS_1994O,Anders,
BOL-MEX[BLV]_1994O,Bolivia Mexico,10.09.1994,01.01.1995,07.06.2010,"""http://www.sice.oas.org/Trade/mexbo_s/text_s.asp""",NA,BOL-MEX[BLV]_1994O,Anders,
CRBBCC_1994O,Caribbean Community (CARICOM) Colombia,24.07.1994,01.01.1995,31.12.9999,"""http://www.sice.oas.org/trade/caricome.asp""",NA,CRBBCC_1994O,Anders,
CHL-ECU[NA]_1994O:CHL-ECU[NA]_1994O,Chile Ecuador,20.12.1994,NA,NA,"""http://www.sice.oas.org/Trade/chilec/chec-m.asp""",NA,CHL-ECU[NA]_1994O:CHL-ECU[NA]_1994O,Anders,
CZE-ROU[NA]_1994O,Czech Republic Romania,24.10.1994,01.01.1995,NA,"""https://www.global-regulation.com/translation/romania/3070576/law-no.-141-of-30-december-1994.html""",NA,CZE-ROU[NA]_1994O,Anders,
GROUP_1994O3,Group Of 3,13.06.1994,01.01.1995,31.12.9999,"""http://www.sice.oas.org/Trade/go3/G3INDICE.ASP""",NA,GROUP_1994O3,Anders,
HUN-SVN[NA]_1994O,Hungary Slovenia,06.04.1994,01.07.1994,NA,"""https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/WT/REG/19-1.pdf&Open=True""",NA,HUN-SVN[NA]_1994O,Anders,
ISRLPL_1994O,Israel PLO,29.04.1994,29.04.1994,31.12.9999,"""https://unctad.org/system/files/information-document/ParisProtocol_en.pdf""",NA,ISRLPL_1994O,Anders,
WSAEMU_1994O,West African Economic And Monetary Union (WAEMU),10.01.1994,01.08.1994,31.12.9999,"""https://edit.wti.org/document/show/pdf/57ce5bd9-ef38-4a1d-abd5-ed07f1f155bf""",NA,WSAEMU_1994O,Anders,
CHE-FRO[NA]_1994O,Faroe Islands Switzerland,12.01.1994,01.03.1995,31.12.9999,"""https://www.fedlex.admin.ch/eli/cc/1995/3925_3925_3925/fr""",NA,CHE-FRO[NA]_1994O,Anders,
GEO-RUS[RSF]_1994O,Georgia Russian Federation,03.02.1994,10.05.1994,31.12.9999,"""http://rtais.wto.org/rtadocs/85/AnnexAndRelatedDocs/English/RF_Georgia FTA _text with protocols.doc""",NA,GEO-RUS[RSF]_1994O,Anders,
MDA-ROU[MLD]_1994O,Romania Moldova,15.02.1994,1995,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Moldova-Romania.pdf""",NA,MDA-ROU[MLD]_1994O,Anders,
ECMCCA_1994O,Economic And Monetary Community Of Central Africa (CEMAC),16.03.1994,24.06.1999,NA,"""https://www.wipo.int/wipolex/en/treaties/details/296""",NA,ECMCCA_1994O,Anders,
CRI-MEX[NA]_1994O:CRI-MEX[NA]_1982O,Costa Rica Mexico,05.04.1994,01.01.1995,31.12.9999,"""http://www.sice.oas.org/TPD/CRI_MEX/CRI_MEX_e.asp#:~:text=The%20agreement%20was%20signed%20on,1994%20in%20Mexico%20City%2C%20Mexico.&text=The%20Mexico%2DCosta%20Rica%20free,force%20on%2001%20January%201995.&text=Article%2016%2D01%20of%20the,and%20operation%20of%20the%20Agreement.""",NA,CRI-MEX[NA]_1994O,Anders,
CMMNIS_1994O:CMMNIS_1994O,Commonwealth Of Independent States (CIS),15.04.1994,30.12.1994,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/CIS.pdf""",NA,CMMNIS_1994O,Anders,
ARM-KGZ[KYR]_1994O,Kyrgyz Republic Armenia,04.07.1994,27.09.1995,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Armenia-Kyrgyz%20Rep.pdf""",NA,ARM-KGZ[KYR]_1994O,Anders,
ECESTN_1994O,EC Estonia,18.07.1994,NA,31.01.1998,"""https://wits.worldbank.org/GPTAD/PDF/archive/EC-Estonia.pdf""",NA,ECESTN_1994O,Anders,
KAZ-UKR[UKR]_1994O,Ukraine Kazakhstan,17.09.1994,19.10.1998,NA,"""http://rtais.wto.org/rtadocs/572/TOA/English/FTA%20Ukraine%20-%20Kazakhstan_ToA.doc""",NA,KAZ-UKR[UKR]_1994O,Anders,
JOR-MAR[NA]_1994O:JOR-MAR[NA]_1994O,Jordan Morocco,03.10.1994,03.10.1994,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Jordan-Morocco.pdf""",NA,JOR-MAR[NA]_1994O,Anders,
ARM-UKR[UKR]_1994O,Armenia Ukraine,07.10.1994,18.12.1996,NA,"""https://www.wto.org/english/thewto_e/acc_e/ukr_e/wtaccukr52_leg_1.pdf""",NA,ARM-UKR[UKR]_1994O,Anders,
TKM-UKR[UKR]_1994O,UkraineTurkmenistan,05.11.1994,04.11.1995,31.12.9999,"""http://rtais.wto.org/rtadocs/577/TOA/English/FTA%20Ukraine%20-%20Turkmenistan_ToA.doc""",NA,TKM-UKR[UKR]_1994O,Anders,
UKR-UZB[UKR]_1994O,Ukraine Uzbekistan,29.12.1994,01.01.1996,NA,"""https://www.wto.org/english/thewto_e/acc_e/ukr_e/wtaccukr52_leg_23.pdf""",NA,UKR-UZB[UKR]_1994O,Anders,
ASEANS_1995O:ASEANS_1995O,Association Of South East Asian Nations Services,15.12.1995,12.08.1998,31.12.9999,"""https://asean.org/bangkok-summit-declaration-of-1995-bangkok14-15-december-1995/""",NA,ASEANS_1995O:ASEANS_1995O,Anders,
BGR-CZE[NA]_1995O,Bulgaria Czech Republic,15.12.1995,07.06.1996,NA,"""https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/WT/REG/41N1.pdf&Open=True""",NA,BGR-CZE[NA]_1995O,Anders,
ECESTE_1995A,EC Estonia Europe Agreement,12.06.1995,01.02.1998,01.05.2004,"""https://edit.wti.org/app.php/document/show/c44c2c4c-1a48-409b-b106-f0bd9cf6b443?textBlockId=0bd57714-7878-4522-9424-d293b4ec1126&page=6""",NA,ECESTE_1995A,Anders,
ECIEMA_1995A,EC Israel Euro-Med Association Agreement,20.11.1995,01.06.2000,31.12.9999,"""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2000:147:FULL&from=en""",NA,ECIEMA_1995A,Anders,
ECLTVE_1995A,EC Latvia Europe Agreement,12.06.1995,01.02.1998,01.05.2004,"""https://edit.wti.org/document/show/fd516f7c-b0dc-4a74-9e7e-1f07bbf8582d""",NA,ECLTVE_1995A,Anders,
ECLTHE_1995A,EC Lithuania Europe Agreement,12.06.1995,01.02.1998,01.05.2004,"""https://edit.wti.org/app.php/document/show/241dc731-6182-417d-a7e8-92393f3ab433""",NA,ECLTHE_1995A,Anders,
ECTEMA_1995A,EC Tunisia Euro-Med Association Agreement,19.07.1995,01.03.1998,31.12.9999,"""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=celex%3A21998A0330%2801%29""",NA,ECTEMA_1995A,Anders,
ECTRKY_1995O,EC Turkey,22.12.1995,31.12.1995,31.12.9999,"""https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:21996D0213(01)&qid=1498928083545&from=EN""",NA,ECTRKY_1995O,Anders,
GEO-UKR[UKR]_1995O,Georgia Ukraine,09.01.1995,04.06.1996,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/Georgia-Ukraine.pdf""",NA,GEO-UKR[UKR]_1995O,Anders,
EST-UKR[UKR]_1995O,Estonia Ukraine,24.05.1995,NA,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Estonia-Ukraine.pdf""",NA,EST-UKR[UKR]_1995O,Anders,
KGZ-MDA[MLD]_1995O,Kyrgyzstan Moldova,26.05.1995,21.11.1996,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/Kyrgyzstan-Moldova.pdf""",NA,KGZ-MDA[MLD]_1995O,Anders,
KGZ-UKR[UKR]_1995O,Kyrgyzstan Ukraine,26.05.1995,19.01.1998,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Kyrgyzstan-Ukraine.pdf""",NA,KGZ-UKR[UKR]_1995O,Anders,
ARM-IRN[IRN]_1995O,Armenia-Iran,06.05.1995,18.01.1997,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/armenia-iran.pdf""",NA,ARM-IRN[IRN]_1995O,Anders,
EFTLTV_1995O,EFTA Slovenia,13.06.1995,01.09.1998,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/EFTA-Slovenia.pdf""",NA,EFTSLV_1995O,Anders,
KAZ-KGZ[NA]_1995O,Kazakhstan Kyrgyzstan,22.06.1995,11.11.1995,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/Kazakhstan-Kyrgyzstan.pdf""",NA,KAZ-KGZ[NA]_1995O,Anders,
EFTEST_1995O,EFTA Estonia,07.12.1995,01.10.1997,30.04.2004,"""https://wits.worldbank.org/GPTAD/PDF/archive/EFTA-Estonia.pdf""",NA,EFTEST_1995O,Anders,
AZE-UKR[UKR]_1995O,Ukraine Azerbaijan,28.07.1995,02.09.1996,31.12.9999,"""http://rtais.wto.org/rtadocs/570/TOA/English/FTA%20Ukraine%20-%20Azerbaijan_ToA.doc""",NA,AZE-UKR[UKR]_1995O,Anders,
ARM-GEO[NA]_1995O,Georgia Armenia,14.08.1995,11.11.1998,31.12.9999,"""https://wipolex-res.wipo.int/edocs/lexdocs/treaties/en/am-ge/trt_am_ge.pdf""",NA,ARM-GEO[NA]_1995O,Anders,
ARM-TKM[NA]_1995O,Armenia Turkmenistan,03.10.1995,07.07.1996,31.12.9999,"""https://wipolex-res.wipo.int/edocs/lexdocs/treaties/en/am-tm/trt_am_tm.pdf""",NA,ARM-TKM[NA]_1995O,Anders,
ISR-JOR[NA]_1995O:ISR-JOR[NA]_1995O,Israel Jordan,25.10.1995,NA,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Isreal-Jordon.pdf""",NA,ISR-JOR[NA]_1995O,Anders,
EFTLTV_1995O,EFTA Latvia,07.12.1995,01.06.1996,30.04.2004,"""https://wits.worldbank.org/GPTAD/PDF/archive/EFTA-Latvia.pdf""",NA,EFTLTV_1995O,Anders,
EFTLTH_1995O,EFTA Lithuania,07.12.1995,01.01.1997,30.04.2004,"""https://lovdata.no/dokument/TRAKTATEN/traktat/1995-12-07-6/KAPITTEL_5-3#KAPITTEL_5-3""",NA,EFTLTH_1995O,Anders,
ANDNCT_1996P,Andean Community Trujillo Protocol,10.03.1996,30.12.1997,31.12.9999,"""https://www.wipo.int/wipolex/en/treaties/details/404""",NA,ANDNCT_1996P,Anders,
BLVMRC_1996O:BLVMRC_1995O,Bolivia MERCOSUR,17.12.1996,28.02.1997,31.12.9999,"""http://www.sice.oas.org/tpd/bol_mer/BOL_MER_e.ASP#:~:text=The%20Free%20Trade%20Agreement%20between,superseded%20and%20replaced%20ACE%2034""",NA,BLVMRC_1996O:BLVMRC_1995O,Anders,
CHLMRC_1996O,Chile MERCOSUR,25.06.1996,01.10.1996,31.12.9999,"""http://www.sice.oas.org/Trade/msch/mschind.asp""",NA,CHLMRC_1996O,Anders,
ECMEMA_1996A,EC Morocco Euro-Med Association Agreement,26.02.1996,01.03.2000,31.12.9999,"""https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:22000A0318(01)&from=EN""",NA,ECMEMA_1996A,Anders,
EST-SVK[NA]_1996O,Estonia Slovakia,28.05.1996,13.03.1998,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Estonia-Slovakia.pdf""",NA,EST-SVK[NA]_1996O,Anders,
ISR-SVK[NA]_1996O,Israel Slovakia,20.05.1996,01.12.1997,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/Israel-Slovakia.pdf""",NA,ISR-SVK[NA]_1996O,Anders,
LVA-SVK[NA]_1996O,Latvia Slovakia,19.04.1996,01.07.1996,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/Latvia-Slovakia.pdf""",NA,LVA-SVK[NA]_1996O,Anders,
MKD-SVN[MCD]_1996O,Macedonia Slovenia,01.07.1996,01.09.1996,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Slovenia-Macedonia.pdf""",NA,MKD-SVN[MCD]_1996O,Anders,
AZE-GEO[NA]_1996O,Georgia Azerbaijan,08.03.1996,10.07.1996,31.12.9999,"""https://www.wto.org/english/thewto_e/acc_e/geo_e/wtaccgeo4a1_leg_24.pdf""",NA,AZE-GEO[NA]_1996O,Anders,
ISR-TUR[NA]_1996O:ISR-TUR[NA]_1996O,Turkey Israel,14.03.1996,01.05.1997,31.12.9999,"""https://trade.gov.tr/data/5b9111bc13b8770becf1e745/426f0d88a6abd3d657519ad455099e95.pdf""",NA,ISR-TUR[NA]_1996O,Anders,
GEO-TKM[NA]_1996O,Georgia Turkmenistan,20.03.1996,01.01.2000,31.12.9999,"""https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/WT/REG/122-1.pdf&Open=True""",NA,GEO-TKM[NA]_1996O,Anders,
CZE-LVA[NA]_1996O,Czech Republic Latvia,15.04.1996,01.09.1997,NA,"""https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/WT/REG/45-1.pdf&Open=True""",NA,CZE-LVA[NA]_1996O,Anders,
CZE-EST[NA]_1996O,Czech Republic Estonia,19.04.1996,12.02.1998,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/CzechRepublic-Estonia.pdf""",NA,CZE-EST[NA]_1996O,Anders,
LVA-SVK[SLV]_1996O,Slovak Republic Latvia,19.04.1996,01.07.1996,NA,"""https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/WT/REG/47-1.pdf&Open=True""",NA,LVA-SVK[SLV]_1996O,Anders,
LVA-SVN[NA]_1996O,Slovenia Latvia,22.04.1996,01.08.1996,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/Latvia-Slovenia.pdf""",NA,LVA-SVN[NA]_1996O,Anders,
CZE-ISR[NA]_1996O,Czech Republic Israel,20.05.1996,01.01.1997,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/CzechRepublic-Israel.pdf""",NA,CZE-ISR[NA]_1996O,Anders,
LTU-POL[NA]_1996O,Poland Lithuania,27.06.1996,01.01.1997,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Lithuania-Poland.pdf""",NA,LTU-POL[NA]_1996O,Anders,
EST-SVK[SLV]_1996O,Slovak Republic Estonia,28.05.1996,13.03.1998,NA,"""https://www.slov-lex.sk/pravne-predpisy/prilohy/SK/ZZ/2000/378/20020828_2564968-2.pdf""",NA,EST-SVK[SLV]_1996O,Anders,
ECSLVE_1996A,EC Slovenia Europe Agreement,10.06.1996,01.02.1999,31.12.9999,"""https://edit.wti.org/document/show/c8565e17-8ecc-40d8-8215-858a88e477a7""",NA,ECSLVE_1996A,Anders,
ECFRIS_1996O:ECFRIS_1991O,EC Faroe Islands,12.06.1996,01.01.1997,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/EC-FaroeIslands.pdf""",NA,ECFRIS_1996O,Anders,
CAN-ISR[NA]_1996O,Canada Israel,31.07.1996,01.01.1997,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/Canada-Israel.pdf""",NA,CAN-ISR[NA]_1996O,Anders,
STHADC_1996O:STHADC_1992O,Southern African Development Community (SADC),24.08.1996,25.01.2000,31.12.9999,"""https://www.wipo.int/edocs/lexdocs/treaties/en/sadc-pr/trt_sadc_pr.pdf""",NA,STHADC_1996O,Anders,
BGR-SVN[NA]_1996O,Bulgaria Slovenia,11.11.1996,01.01.1997,NA,"""https://raw.github.com/mappingtreaties/tota/master/xml/pta_184.xml""",1,BGR-SVN[NA]_1996O,Anders,
EST-SVN[NA]_1996O,Slovenia Estonia,26.11.1996,01.01.1997,NA,"""https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/WT/REG/37-1.pdf&Open=True""",NA,EST-SVN[NA]_1996O,Anders,
LTU-SVK[SLV]_1996O,Slovak Republic Lithuania,27.11.1996,01.07.1997,NA,"""https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=Q:/WT/REG/48-1.pdf&Open=True""",NA,LTU-SVK[SLV]_1996O,Anders,
CAN-CHL[NA]_1996O,Canada Chile,05.12.1996,05.07.1997,31.12.9999,"""https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2456/download""",NA,CAN-CHL[NA]_1996O,Anders,
KGZ-UZB[NA]_1996O,Kyrgyzstan Uzbekistann,24.12.1996,20.03.1998,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Kyrgyzstan-Uzbekistan.pdf""",NA,KGZ-UZB[NA]_1996O,Anders,
JOR-ALG[NA]_1997O,Algeria Jordan,19.05.1997,31.01.1999,NA,"""https://findrulesoforigin.org/documents/pdf/itc00059_full.pdf""",NA,JOR-ALG[NA]_1997O,Anders,
ANDNCS_1997P,Andean Community Sucre Protocol,26.06.1997,14.04.2003,31.12.9999,"""http://www.sice.oas.org/trade/junac/Carta_Ag/sucre_e.asp""",NA,ANDNCS_1997P,Anders,
BF04TB_1997O,Baltic Free Trade Area (BAFTA) Non Tariff Barriers,20.11.1997,07.01.1998,01.05.2004,"""https://wits.worldbank.org/GPTAD/PDF/archive/BAFTA-NonTariff.pdf""",NA,BF04TB_1997O,Anders,
CRBBCS_1997P,Caribbean Community (CARICOM) Protocol On Services,01.07.1997,NA,31.12.9999,"""http://www.sice.oas.org/trade/ccme/PROTOCOL2.asp""",NA,CRBBCS_1997P,Anders,
HRV-MKD[MCD]_1997O:HRV-MKD[MCD]_1997O,Croatia Macedonia,09.05.1997,NA,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Croatia-FYROM.pdf""",NA,HRV-MKD[MCD]_1997O:HRV-MKD[MCD]_1997O,Anders,
ECAMST_1997O,EC Amsterdam,02.10.1997,01.05.1999,31.12.9999,"""https://www.europarl.europa.eu/topics/treaty/pdf/amst-en.pdf""",NA,ECAMST_1997O,Anders,
ECJEMA_1997A,EC Jordan Euro-Med Association Agreement,24.11.1997,01.05.2002,31.12.9999,"""https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:22002A0515(02)&from=EN""",NA,ECJEMA_1997A,Anders,
ISR-POL[NA]_1997O,Israel Poland,21.07.1997,01.05.1999,2003,"""https://wits.worldbank.org/GPTAD/PDF/archive/Israel-Poland.pdf""",NA,ISR-POL[NA]_1997O,Anders,
MRCSRS_1997O:MRCSRS_1997O,MERCOSUR Services,15.12.1997,07.12.2005,31.12.9999,"""https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2463/download""",NA,MRCSRS_1997O:MRCSRS_1997O,Anders,
SVK-TUR[NA]_1997O,Slovakia Turkey,20.11.1997,01.09.1998,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Slovakia-Turkey.pdf""",NA,SVK-TUR[NA]_1997O,Anders,
GIN-MAR[NA]_1997O,Guinea Morocco,12.04.1997,06.09.2000,NA,"""https://findrulesoforigin.org/documents/pdf/itc00553_full.pdf""",NA,GIN-MAR[NA]_1997O,Anders,
HUN-TUR[NA]_1997O,Hungary Turkey,08.01.1997,NA,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Hungary-Turkey.pdf""",NA,HUN-TUR[NA]_1997O,Anders,
EST-FRO[NA]_1997O,Estonia Faroe Islands,27.11.1997,01.12.1998,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Estonia-FaroeIslands.pdf""",NA,EST-FRO[NA]_1997O,Anders,
PAFTA_1997O,Pan-Arab Free Trade Area (PAFTA),19.02.1997,01.01.1998,31.12.9999,"""https://www.investinegypt.gov.eg/English/pages/AgreementDetails.aspx?id=9""",1,PNAFTA_1997O,Anders,
LVA-POL[NA]_1997O,Poland Latvia,28.04.1997,01.06.1999,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Latvia-Poland.pdf""",NA,LVA-POL[NA]_1997O,Anders,
ROU-TUR[NA]_1997O,Romania Turkey,29.04.1997,01.02.1998,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Romania-Turkey.pdf""",NA,ROU-TUR[NA]_1997O,Anders,
ECFYRM_1997O,EC FYROM,29.04.1997,01.01.1998,31.03.2004,"""https://wits.worldbank.org/GPTAD/PDF/archive/EC-Macedonia.pdf""",NA,ECFYRM_1997O,Anders,
LTU-TUR[NA]_1997O,Turkey Lithuania,02.06.1997,01.03.1998,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Lithuania-Turkey.pdf""",NA,LTU-TUR[NA]_1997O,Anders,
EST-TUR[NA]_1997O,Turkey Estonia,03.06.1997,01.06.1998,01.05.2004,"""https://investmentpolicy.unctad.org/international-investment-agreements/treaty-files/2464/download""",NA,EST-TUR[NA]_1997O,Anders,
EFTMRC_1997O,EFTA Morocco,19.06.1997,01.12.1999,31.12.9999,"""https://www.efta.int/media/documents/legal-texts/free-trade-relations/morocco/EFTA-Morocco%20Free%20Trade%20Agreement%20EN.pdf""",NA,EFTMRC_1997O,Anders,
CZE-TUR[NA]_1997O,Czech Republic Turkey,03.10.1997,NA,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/CzechRepublic-Turkey.pdf""",NA,CZE-TUR[NA]_1997O,Anders,
HUN-ISR[NA]_1997O,Hungary Israel,14.10.1997,02.01.1998,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/Hungary-Israel.pdf""",NA,HUN-ISR[NA]_1997O,Anders,
GEO-KAZ[NA]_1997O,Georgia Kazakhstan,11.11.1997,16.07.1999,31.12.9999,"""https://wits.worldbank.org/GPTAD/PDF/archive/Georgia-Kazakstan.pdf""",NA,GEO-KAZ[NA]_1997O,Anders,
HRV-SVN[NA]_1997O,Slovenia Croatia,12.12.1997,01.10.2001,25.05.2004,""" https://wits.worldbank.org/GPTAD/PDF/archive/Croatia-Slovenia.pdf""",NA,HRV-SVN[NA]_1997O,Anders,
MEX-NIC[NA]_1997O:MEX-NIC[NA]_1985O,Mexico Nicaragua,18.12.1997,01.07.1998,31.12.9999,"""http://www.sice.oas.org/trade/menifta/meni01.asp""",NA,MEX-NIC[NA]_1997O,Anders,
CRBCDR_1998O,Caribbean Community (CARICOM) Dominican Republic,22.08.1998,01.12.2001,31.12.9999,"""http://www.sice.oas.org/trade/ccdr/English/Ccdr_in.asp""",NA,CRBCDR_1998O,Anders,
EGY-JOR[NA]_1998O:EGY-JOR[NA]_1967O,Egypt Jordan,10.12.1998,NA,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/Jordan-Egypt.pdf""",NA,EGY-JOR[NA]_1998O:EGY-JOR[NA]_1967O,Anders,
LVA-UKR[UKA]_1998O,Latvia Ukraine Agriculture,26.02.1998,NA,01.05.2004,"""https://likumi.lv/ta/lv/starptautiskie-ligumi/id/866""",NA,LVA-UKR[UKA]_1998O,Anders,
FRO-POL[NA]_1998O,Faroe Islands Poland,03.11.1998,01.06.1999,NA,"""https://wits.worldbank.org/GPTAD/PDF/archive/FaroeIslands-Poland.pdf""",NA,FRO-POL[NA]_1998O,Anders,
